upc;title;category;price;rating;num_reviews;in_stock;num_available;url
094b269567e1c300;Maude (1883-1993):She Grew Up with the country;Default;18.02;Two;0;In stock;18;https://books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html
19ed25f4641d5efd;In a Dark, Dark Wood;Mystery;19.63;One;0;In stock;18;https://books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html
be5cc846f45496fb;Behind Closed Doors;Thriller;52.22;Four;0;In stock;18;https://books.toscrape.com/catalogue/behind-closed-doors_962/index.html
55f9da0c5eea2e10;You can't bury them all: Poems;Poetry;33.63;Two;0;In stock;17;https://books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html
b4fd5943413e089a;Slow States of Collapse: Poems;Poetry;57.31;Three;0;In stock;17;https://books.toscrape.com/catalogue/slow-states-of-collapse-poems_960/index.html
c8f7f0cb1abb9cac;Reasons to Stay Alive;Nonfiction;26.41;Two;0;In stock;17;https://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html
b12b89017878a60d;Private Paris (Private #10);Fiction;47.61;Five;0;In stock;17;https://books.toscrape.com/catalogue/private-paris-private-10_958/index.html
c27f6e1f185b0383;#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.;Nonfiction;23.11;Five;0;In stock;17;https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html
acddfeab2a407640;Without Borders (Wanderlove #1);New Adult;45.07;Two;0;In stock;16;https://books.toscrape.com/catalogue/without-borders-wanderlove-1_956/index.html
3ecb690d1542c568;When We Collided;Contemporary;31.77;One;0;In stock;16;https://books.toscrape.com/catalogue/when-we-collided_955/index.html
8d455c7539795d2a;We Love You, Charlie Freeman;Fiction;50.27;Five;0;In stock;16;https://books.toscrape.com/catalogue/we-love-you-charlie-freeman_954/index.html
657fe5ead67a7767;Untitled Collection: Sabbath Poems 2014;Poetry;14.27;Four;0;In stock;16;https://books.toscrape.com/catalogue/untitled-collection-sabbath-poems-2014_953/index.html
d170b5a0da46380e;Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness;Nonfiction;44.18;Four;0;In stock;16;https://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html
7ae099f3898e0209;Unicorn Tracks;Fantasy;18.78;Three;0;In stock;16;https://books.toscrape.com/catalogue/unicorn-tracks_951/index.html
9a9d6e9bc555731e;Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink;History;25.52;One;0;In stock;16;https://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html
09555be379ad9253;Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2);Sequential Art;16.28;One;0;In stock;16;https://books.toscrape.com/catalogue/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html
7858914fad68493c;Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity;Nonfiction;31.12;Three;0;In stock;16;https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html
51653ef291ab7ddc;This One Summer;Sequential Art;19.49;Four;0;In stock;16;https://books.toscrape.com/catalogue/this-one-summer_947/index.html
709822d0b5bcb7f4;Thirst;Fiction;17.27;Five;0;In stock;16;https://books.toscrape.com/catalogue/thirst_946/index.html
4eed62cf5f8d8edf;The Torch Is Passed: A Harding Family Story;Add a comment;19.09;One;0;In stock;16;https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html
b5ea0b5dabed25a8;The Secret of Dreadwillow Carse;Childrens;56.13;One;0;In stock;16;https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html
142d767a56a9254d;The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!;Food and Drink;56.41;One;0;In stock;16;https://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html
5ee94540d0749ea0;The Past Never Ends;Mystery;56.50;Four;0;In stock;16;https://books.toscrape.com/catalogue/the-past-never-ends_942/index.html
cedf82b5086e4691;The Natural History of Us (The Fine Art of Pretending #2);Young Adult;45.22;Three;0;In stock;16;https://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html
7d385d34d12e60ff;The Nameless City (The Nameless City #1);Sequential Art;38.16;Four;0;In stock;16;https://books.toscrape.com/catalogue/the-nameless-city-the-nameless-city-1_940/index.html
d01ac97e2b8947c2;The Murder That Never Was (Forensic Instincts #5);Fiction;54.11;Three;0;In stock;16;https://books.toscrape.com/catalogue/the-murder-that-never-was-forensic-instincts-5_939/index.html
aadee1c326d286e3;The Most Perfect Thing: Inside (and Outside) a Bird's Egg;Science;42.96;Four;0;In stock;16;https://books.toscrape.com/catalogue/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html
31075275518532d7;The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy;Add a comment;23.89;Four;0;In stock;16;https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html
0da9aa9d24677fc0;The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing;Nonfiction;16.77;Three;0;In stock;16;https://books.toscrape.com/catalogue/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html
8c9e6bf2467d740d;The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer;Default;20.59;Five;0;In stock;16;https://books.toscrape.com/catalogue/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html
acd86a5426e21ca0;The Gutsy Girl: Escapades for Your Life of Epic Adventure;Nonfiction;37.13;One;0;In stock;16;https://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html
a30b270e25489e5c;The Electric Pencil: Drawings from Inside State Hospital No. 3;Nonfiction;56.06;One;0;In stock;16;https://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html
bd261725b99f5983;The Death of Humanity: and the Case for Life;Philosophy;58.11;Four;0;In stock;16;https://books.toscrape.com/catalogue/the-death-of-humanity-and-the-case-for-life_932/index.html
43c6a960757cf559;The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life;Health;49.05;Three;0;In stock;16;https://books.toscrape.com/catalogue/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html
80cfab6bcff3a244;The Art Forger;Add a comment;40.76;Three;0;In stock;16;https://books.toscrape.com/catalogue/the-art-forger_930/index.html
a3d2a4250807f1e9;The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind;History;19.73;One;0;In stock;16;https://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html
7d6d2a6c0276f81b;The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution;Spirituality;32.24;Five;0;In stock;16;https://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html
87b0615b6e1f4d7b;Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up;Nonfiction;41.83;Four;0;In stock;16;https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html
e6af5bf1163c1151;Soul Reader;Default;39.58;Two;0;In stock;16;https://books.toscrape.com/catalogue/soul-reader_926/index.html
6f78a0d744c35456;Security;Horror;39.25;Two;0;In stock;16;https://books.toscrape.com/catalogue/security_925/index.html
c849f0b2f5d6a742;Saga, Volume 6 (Saga (Collected Editions) #6);Fantasy;25.02;Three;0;In stock;16;https://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html
53a3d11bb568cc8b;Saga, Volume 5 (Saga (Collected Editions) #5);Sequential Art;51.04;Two;0;In stock;16;https://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html
d7310206583a54b6;Reskilling America: Learning to Labor in the Twenty-First Century;Nonfiction;19.83;Two;0;In stock;16;https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html
c82a3e358c773c73;Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15);Sequential Art;50.40;Three;0;In stock;16;https://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html
0fa6dceead7ce47a;Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1);Sequential Art;13.61;Five;0;In stock;16;https://books.toscrape.com/catalogue/princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html
0e691eda369f4e09;Princess Between Worlds (Wide-Awake Princess #5);Fantasy;13.34;Five;0;In stock;16;https://books.toscrape.com/catalogue/princess-between-worlds-wide-awake-princess-5_919/index.html
e80f8e518b300dfe;Pop Gun War, Volume 1: Gift;Sequential Art;18.97;One;0;In stock;16;https://books.toscrape.com/catalogue/pop-gun-war-volume-1-gift_918/index.html
7392c0032f92d816;Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics;History;36.28;Two;0;In stock;16;https://books.toscrape.com/catalogue/political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html
9429b4d59c537af5;Patience;Sequential Art;10.16;Three;0;In stock;16;https://books.toscrape.com/catalogue/patience_916/index.html
889139b8e9c4cb36;Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1);Sequential Art;15.44;Four;0;In stock;16;https://books.toscrape.com/catalogue/outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html
11809b1d323b3057;orange: The Complete Collection 1 (orange: The Complete Collection #1);Sequential Art;48.41;One;0;In stock;16;https://books.toscrape.com/catalogue/orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html
9ffa38d3b832433a;Online Marketing for Busy Authors: A Step-By-Step Guide;Self Help;46.35;One;0;In stock;16;https://books.toscrape.com/catalogue/online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html
b757c0c361e689ce;On a Midnight Clear;Add a comment;14.07;Three;0;In stock;16;https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html
3c346ab1e76ae1f6;Obsidian (Lux #1);Young Adult;14.86;Two;0;In stock;16;https://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html
784bc2279baa878d;My Paris Kitchen: Recipes and Stories;Food and Drink;33.37;Two;0;In stock;16;https://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html
fa9610a50a1bf149;Masks and Shadows;Fantasy;56.40;Two;0;In stock;16;https://books.toscrape.com/catalogue/masks-and-shadows_909/index.html
72f9d5be3472d34e;Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed;Food and Drink;14.02;Four;0;In stock;16;https://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html
460089f796fb3f82;Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8);Sequential Art;46.91;Two;0;In stock;16;https://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html
b6ee99bcf06fc91f;Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4);Sequential Art;45.61;Three;0;In stock;16;https://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html
57e5a4d515c8ce44;Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12);Sequential Art;19.92;Two;0;In stock;16;https://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html
7b75cc7f223791f4;Layered: Baking, Building, and Styling Spectacular Cakes;Food and Drink;40.11;One;0;In stock;16;https://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html
228f74b74f3a08ae;Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners);Add a comment;53.90;Two;0;In stock;16;https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html
18ad3ed896c7ce05;Join;Science Fiction;35.67;Five;0;In stock;16;https://books.toscrape.com/catalogue/join_902/index.html
b136b1b180ca753a;In the Country We Love: My Family Divided;Nonfiction;22.00;Four;0;In stock;16;https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html
e4f74c16de34d440;Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine;Science;57.36;Five;0;In stock;16;https://books.toscrape.com/catalogue/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html
8d4eefad7a2b3915;I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5);Sequential Art;29.17;Two;0;In stock;16;https://books.toscrape.com/catalogue/i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html
1c89ae5bb804e4de;I am a Hero Omnibus Volume 1;Sequential Art;54.63;Three;0;In stock;16;https://books.toscrape.com/catalogue/i-am-a-hero-omnibus-volume-1_898/index.html
a6f99b9e687f9d46;How to Be Miserable: 40 Strategies You Already Use;Self Help;46.03;One;0;In stock;16;https://books.toscrape.com/catalogue/how-to-be-miserable-40-strategies-you-already-use_897/index.html
2a97cffe61c3c4c7;Her Backup Boyfriend (The Sorensen Family #1);Romance;33.97;One;0;In stock;16;https://books.toscrape.com/catalogue/her-backup-boyfriend-the-sorensen-family-1_896/index.html
f2df3bb043a8abb0;Giant Days, Vol. 2 (Giant Days #5-8);Sequential Art;22.11;Two;0;In stock;16;https://books.toscrape.com/catalogue/giant-days-vol-2-giant-days-5-8_895/index.html
9beb96a2300109d7;Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton;Historical Fiction;29.69;Three;0;In stock;16;https://books.toscrape.com/catalogue/forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html
9e28048cea8d41f7;First and First (Five Boroughs #3);Romance;15.97;Four;0;In stock;16;https://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html
7add3f8e49ec0826;Fifty Shades Darker (Fifty Shades #2);Romance;21.96;One;0;In stock;16;https://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html
311c0dd0e354a33e;Everydata: The Misinformation Hidden in the Little Data You Consume Every Day;Nonfiction;54.35;Two;0;In stock;16;https://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html
fce19f9b4a943f22;Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master;Religion;37.97;Two;0;In stock;16;https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html
09b6cc87e62c2c58;Danganronpa Volume 1;Sequential Art;51.99;Four;0;In stock;16;https://books.toscrape.com/catalogue/danganronpa-volume-1_889/index.html
7267864328ae8b9d;Crown of Midnight (Throne of Glass #2);Fantasy;43.29;Three;0;In stock;16;https://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html
8754c83ab2a7ae71;Codename Baboushka, Volume 1: The Conclave of Death;Sequential Art;36.72;Four;0;In stock;16;https://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html
7b599c8bfcdd8d30;Camp Midnight;Sequential Art;17.08;Four;0;In stock;16;https://books.toscrape.com/catalogue/camp-midnight_886/index.html
bee3672891cca906;Call the Nurse: True Stories of a Country Nurse on a Scottish Isle;Nonfiction;29.14;Five;0;In stock;16;https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html
5ceb951f629700a2;Burning;Young Adult;28.81;Three;0;In stock;16;https://books.toscrape.com/catalogue/burning_884/index.html
74baabfc8fd84b38;Bossypants;Default;49.46;Two;0;In stock;16;https://books.toscrape.com/catalogue/bossypants_883/index.html
bdf415fd484ea8a7;Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions));Sequential Art;37.92;Two;0;In stock;16;https://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html
6d5300b2d8f37e07;Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3);Fantasy;28.09;Two;0;In stock;16;https://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html
38d45839cb1c83c1;Algorithms to Live By: The Computer Science of Human Decisions;Nonfiction;30.81;One;0;In stock;16;https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html
70ed59f194b3c556;A World of Flavor: Your Gluten Free Passport;Default;42.95;One;0;In stock;16;https://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html
8a380641491d43ed;A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations;Default;56.76;Five;0;In stock;16;https://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html
f733e8c19d40ec2e;A Murder in Time;Mystery;16.64;One;0;In stock;16;https://books.toscrape.com/catalogue/a-murder-in-time_877/index.html
3a6fb983e2554023;A Flight of Arrows (The Pathfinders #2);Historical Fiction;55.53;Five;0;In stock;16;https://books.toscrape.com/catalogue/a-flight-of-arrows-the-pathfinders-2_876/index.html
842790dfaa937484;A Fierce and Subtle Poison;Young Adult;28.13;Four;0;In stock;16;https://books.toscrape.com/catalogue/a-fierce-and-subtle-poison_875/index.html
01d2001ac1e6f8a3;A Court of Thorns and Roses (A Court of Thorns and Roses #1);Fantasy;52.37;One;0;In stock;16;https://books.toscrape.com/catalogue/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html
e4ac92d89b946781;(Un)Qualified: How God Uses Broken People to Do Big Things;Christian;54.00;Five;0;In stock;16;https://books.toscrape.com/catalogue/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html
796c87ddbbaaf8c5;You Are What You Love: The Spiritual Power of Habit;Religion;21.87;Four;0;In stock;15;https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html
9270575728a13a61;William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4);Science Fiction;43.30;Four;0;In stock;15;https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html
b8736690cf263a3c;Tuesday Nights in 1980;Fiction;21.04;Two;0;In stock;15;https://books.toscrape.com/catalogue/tuesday-nights-in-1980_870/index.html
d7d6d50c1e3d0b81;Tracing Numbers on a Train;Default;41.60;Three;0;In stock;15;https://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html
590a9cccf7db9f7d;Throne of Glass (Throne of Glass #1);Fantasy;35.07;Three;0;In stock;15;https://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html
de3f25248ba0789f;Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History;History;59.64;One;0;In stock;15;https://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html
bc2a85fd35fdc7bd;Thirteen Reasons Why;Default;52.72;One;0;In stock;15;https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html
37c0cb19713d8dda;The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”;Childrens;58.08;Four;0;In stock;15;https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html
623e1a180426039b;The Wedding Dress;Romance;24.12;One;0;In stock;15;https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html
fd3a622648667296;The Vacationers;Fiction;42.15;Four;0;In stock;15;https://books.toscrape.com/catalogue/the-vacationers_863/index.html
3bebf34ee9330cbd;The Third Wave: An Entrepreneur’s Vision of the Future;Business;12.61;Five;0;In stock;15;https://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html
f5a92cff83897d48;The Stranger;Philosophy;17.44;Four;0;In stock;15;https://books.toscrape.com/catalogue/the-stranger_861/index.html
d6361d16212664ed;The Shadow Hero (The Shadow Hero);Sequential Art;33.14;One;0;In stock;15;https://books.toscrape.com/catalogue/the-shadow-hero-the-shadow-hero_860/index.html
961f18db4f138211;The Secret (The Secret #1);Default;27.37;Four;0;In stock;15;https://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html
